,證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
212,1340,勝悅-KY,"184,812",386,"2,048,924",11.30,11.30,11.00,11.05,-,0.25,11.00,21,11.05,8,0.00
213,1341,富林-KY,"3,009",8,"205,819",68.60,68.60,68.00,68.00,-,0.5,67.60,1,68.40,2,10.23
214,1342,八貫,"186,403",124,"12,050,813",65.00,65.50,64.20,65.10,-,0.3,64.90,3,65.10,2,20.34
215,1402,遠東新,"7,808,917","3,426","225,237,021",29.05,29.20,28.70,28.80,-,0.45,28.75,23,28.80,8,15.57
216,1409,新纖,"2,617,953","1,205","50,641,922",19.50,19.55,19.20,19.25,-,0.3,19.25,71,19.30,79,8.48
217,1410,南染,"1,375,154",529,"51,156,276",37.35,37.90,36.05,36.05,-,1.5,36.05,7,36.45,3,29.07
218,1413,宏洲,"125,006",56,"1,300,162",10.55,10.55,10.35,10.35,-,0.25,10.35,62,10.45,2,35.69
219,1414,東和,"1,013,764",480,"16,961,542",17.15,17.15,16.40,16.50,-,0.65,16.50,45,16.55,1,30.00
220,1416,廣豐,"349,782",207,"3,868,665",11.10,11.20,11.00,11.10,-,0.05,11.05,29,11.10,36,0.00
221,1417,嘉裕,"302,210",139,"4,289,131",14.15,14.30,14.05,14.10,-,0.15,14.05,21,14.15,4,12.59
222,1418,東華,"5,013",18,"71,682",14.40,14.50,13.90,14.50,+,0.05,13.80,1,14.50,2,0.00
223,1419,新紡,"52,993",36,"2,228,359",42.15,42.45,42.00,42.00,-,0.5,42.00,13,42.15,2,25.77
224,1423,利華,"60,997",45,"1,199,418",19.70,19.80,19.55,19.65,-,0.1,19.55,12,19.65,1,4.49
225,1432,大魯閣,"109,274",107,"1,235,040",11.30,11.35,11.30,11.30,-,0.15,11.30,27,11.35,19,0.00
226,1434,福懋,"2,749,715","1,587","79,512,573",28.90,29.10,28.75,28.75,-,0.15,28.75,73,28.80,1,23.19
227,1435,中福,"67,009",43,"2,020,817",29.50,30.50,29.30,29.40,-,0.1,29.40,1,29.50,1,0.00
228,1436,華友聯,"70,561",68,"3,975,089",56.80,56.90,56.00,56.50,-,0.4,56.50,1,56.60,1,11.70
229,1437,勤益控,"292,199",201,"7,888,309",27.40,27.40,26.75,26.90,-,0.7,26.85,1,26.90,10,11.96
230,1438,三地開發,"136,475",77,"4,030,151",29.95,29.95,29.35,29.35,-,0.6,29.35,3,29.45,2,293.50
231,1439,中和,"5,002",7,"113,194",22.75,22.75,22.60,22.60,-,0.4,22.60,10,22.70,1,0.00
232,1440,南紡,"5,995,716","2,561","143,678,497",23.95,24.20,23.80,24.10,-,0.2,24.05,2,24.10,12,12.23
233,1441,大東,"113,662",121,"1,038,004",9.23,9.23,9.10,9.11,-,0.13,9.11,13,9.15,1,0.00
234,1442,名軒,"348,350",149,"7,579,183",21.85,21.95,21.65,21.65,-,0.35,21.65,31,21.70,2,14.53
235,1443,立益,"93,003",48,"1,488,798",16.10,16.30,15.90,16.20,-,0.15,16.00,2,16.05,2,39.51
236,1444,力麗,"2,722,772","1,268","29,139,274",10.85,10.85,10.60,10.65,-,0.15,10.65,8,10.70,31,40.96
237,1445,大宇,"113,602",54,"1,759,969",15.45,15.50,15.45,15.50,-,0.05,15.50,9,15.55,30,0.00
238,1446,宏和,"166,492",111,"5,328,670",32.20,32.25,31.80,32.00,-,0.45,31.90,2,32.00,4,0.00
239,1447,力鵬,"2,697,322","1,067","26,183,250",9.83,9.83,9.62,9.62,-,0.21,9.62,5,9.64,3,26.00
240,1449,佳和,"79,212",84,"1,145,431",14.60,14.80,14.30,14.30,-,0.5,14.25,11,14.30,1,10.21
241,1451,年興,"191,232",160,"3,967,648",21.00,21.00,20.65,20.65,-,0.35,20.65,19,20.75,15,24.01
242,1452,宏益,"477,087",246,"10,998,957",23.15,23.20,23.00,23.00,-,0.15,23.00,8,23.05,8,8.58
243,1453,大將,"57,202",61,"504,469",8.90,8.90,8.70,8.84,-,0.13,8.80,2,8.84,1,0.00
244,1454,台富,"255,539",139,"3,603,990",14.10,14.50,13.95,14.10,-,0.15,14.05,1,14.10,4,141.00
245,1455,集盛,"1,536,644",638,"23,802,868",15.60,15.75,15.35,15.40,-,0.2,15.40,60,15.45,4,7.26
246,1456,怡華,"207,412",120,"4,023,376",19.45,19.60,19.20,19.60,-,0.05,19.35,1,19.65,1,4.22
247,1457,宜進,"556,530",263,"10,325,205",18.60,18.80,18.45,18.45,-,0.2,18.45,16,18.50,18,23.65
248,1459,聯發,"452,528",204,"5,526,943",12.15,12.40,12.00,12.05,-,0.1,12.00,81,12.05,7,5.50
249,1460,宏遠,"2,253,256",737,"20,913,332",9.33,9.37,9.21,9.21,-,0.12,9.20,147,9.21,3,0.00
250,1463,強盛,"87,155",57,"1,194,342",13.70,13.80,13.65,13.65,-,0.1,13.65,8,13.70,1,39.00
251,1464,得力,"578,754",399,"9,394,505",16.35,16.45,16.10,16.30,-,0.25,16.30,3,16.35,32,95.88
252,1465,偉全,"53,896",215,"674,595",12.60,12.65,12.40,12.40,-,0.15,12.40,5,12.50,1,0.00
253,1466,聚隆,"290,063",109,"4,391,531",15.15,15.25,15.05,15.05,-,0.15,15.05,46,15.10,2,9.23
254,1467,南緯,"409,858",178,"5,560,702",13.75,13.75,13.50,13.50,-,0.25,13.50,153,13.55,10,675.00
255,1468,昶和,"50,023",41,"637,995",12.75,12.80,12.70,12.80,-,0.1,12.65,3,12.80,15,213.33
256,1470,大統新創,"2,000",2,"35,200",17.60,17.60,17.60,17.60,-,0.1,17.35,1,17.70,2,22.56
257,1471,首利,"459,020",285,"3,875,922",8.48,8.54,8.36,8.36,-,0.23,8.36,14,8.37,2,49.18
258,1472,三洋實業,0,0,0,--,--,--,--, ,0.0,31.05,1,34.40,1,0.00
259,1473,台南,"38,837",149,"697,574",18.00,18.00,17.90,17.90,-,0.15,17.90,2,17.95,8,0.00
260,1474,弘裕,"513,374",200,"7,932,823",15.50,15.65,15.35,15.35,-,0.15,15.35,56,15.40,8,10.89
261,1475,業旺,"93,565",105,"5,532,832",61.50,61.50,57.70,59.00,-,3.5,58.10,1,59.00,1,84.29
262,1476,儒鴻,"667,088",729,"403,235,024",610.00,615.00,600.00,601.00,-,11.0,600.00,22,601.00,1,30.31
263,1477,聚陽,"543,343","1,392","131,010,620",243.00,243.50,240.00,240.00,-,5.0,240.00,58,240.50,6,23.55
264,1503,士電,"109,907",126,"5,845,790",53.60,53.60,52.80,52.90,-,0.8,52.90,1,53.00,2,16.18
265,1504,東元,"1,958,324","1,141","59,529,443",30.45,30.75,30.30,30.30,-,0.3,30.30,149,30.35,30,13.06
266,1506,正道,"329,015",156,"4,520,606",13.90,13.95,13.65,13.75,-,0.25,13.70,22,13.75,5,0.00
267,1507,永大,"145,579",79,"9,389,839",64.50,64.50,64.50,64.50, ,0.0,64.50,206,64.60,56,25.39
268,1512,瑞利,"220,067",84,"1,059,970",4.70,4.90,4.70,4.90, ,0.0,4.90,8,4.92,4,0.00
269,1513,中興電,"2,758,853","1,973","118,016,517",43.30,43.55,42.30,42.30,-,1.05,42.25,12,42.30,17,9.00
270,1514,亞力,"606,123",482,"14,435,119",24.25,24.25,23.65,23.70,-,0.35,23.70,14,23.80,1,15.59
271,1515,力山,"3,315,215","2,422","161,049,533",48.60,49.20,48.20,48.20,-,3.0,48.20,55,48.25,2,7.59
272,1516,川飛,"37,004",29,"852,091",23.20,23.20,22.90,22.95,-,0.2,22.90,3,22.95,8,22.50
273,1517,利奇,"1,657,221","1,040","42,980,964",26.40,26.40,25.70,25.75,-,0.75,25.75,31,25.80,13,12.56
274,1519,華城,"851,782",651,"33,395,510",39.30,39.70,39.05,39.05,-,0.65,39.05,24,39.10,15,37.19
275,1521,大億,"17,250",24,"692,335",40.10,40.30,40.05,40.10, ,0.0,40.10,1,40.15,1,24.16
276,1522,堤維西,"335,207",218,"6,345,366",19.00,19.00,18.85,18.90,-,0.1,18.85,36,18.90,2,34.36
277,1522A,堤維西甲特,"6,093",7,"269,561",44.25,44.25,44.25,44.25, ,0.0,44.20,3,44.30,1,0.00
278,1524,耿鼎,"198,356",143,"2,047,016",10.50,10.50,10.20,10.30,-,0.2,10.30,36,10.35,3,33.23
279,1525,江申,"22,203",21,"1,330,220",60.30,60.30,59.30,59.30,-,0.9,59.00,2,59.80,2,13.21
280,1526,日馳,"722,891",553,"34,828,347",48.70,48.90,47.65,47.75,-,1.5,47.75,1,47.90,7,13.08
281,1527,鑽全,"422,223",305,"17,740,184",42.15,42.20,41.80,41.85,-,0.3,41.85,3,42.05,3,12.27
282,1528,恩德,"694,044",284,"7,522,671",10.95,10.95,10.75,10.80,-,0.2,10.75,64,10.80,3,11.74
283,1529,樂士,"12,972,871","3,433","285,804,646",20.80,22.35,20.65,22.35,+,2.0,22.35,"2,066",--,0,29.41
284,1530,亞崴,"4,823",24,"157,764",32.80,32.80,32.50,32.80,-,0.2,32.50,3,32.90,13,28.03
285,1531,高林股,"178,269",84,"2,781,076",15.80,15.80,15.50,15.60,-,0.3,15.55,20,15.60,1,20.53
286,1532,勤美,"1,049,299",363,"35,037,468",33.65,33.80,33.20,33.30,-,0.5,33.30,13,33.35,1,13.16
287,1533,車王電,"2,930,311","2,137","178,611,564",61.80,62.80,59.50,59.70,-,2.5,59.70,13,59.80,3,41.17
288,1535,中宇,"146,160",104,"5,789,373",40.00,40.00,39.30,39.30,-,0.7,39.30,1,39.40,5,13.01
289,1536,和大,"1,741,707","1,371","146,605,566",85.20,85.40,83.60,83.80,-,2.1,83.70,14,83.80,6,52.05
290,1537,廣隆,"96,865",135,"13,321,986",137.50,138.00,137.00,137.00,-,1.0,137.00,77,137.50,1,15.75
291,1538,正峰,"1,002",3,"10,020",10.00,10.00,10.00,10.00,-,0.2,9.30,1,10.00,2,0.00
292,1539,巨庭,"108,059",50,"2,113,408",19.80,19.85,19.40,19.50,-,0.35,19.50,7,19.55,1,26.71
293,1540,喬福,"44,268",73,"655,502",14.85,14.85,14.75,14.85,-,0.05,14.80,1,14.85,7,82.50
294,1541,錩泰,"15,000",14,"638,550",42.55,43.30,41.55,42.90,+,0.35,42.90,1,43.45,1,10.17
295,1558,伸興,"44,961",79,"6,468,415",144.50,144.50,143.50,143.50,-,1.0,143.50,20,144.00,1,11.37
296,1560,中砂,"4,530,593","2,844","461,309,409",102.00,104.00,100.00,100.50,-,3.0,100.00,229,100.50,85,25.12
297,1568,倉佑,"89,405",74,"1,924,764",21.45,22.10,21.05,21.20,-,0.2,21.05,3,21.20,4,265.00
298,1582,信錦,"201,031",341,"13,917,108",69.50,69.80,68.90,68.90,-,0.8,68.80,16,69.00,2,19.74
299,1583,程泰,"9,045",9,"553,082",61.10,61.20,61.00,61.00,-,1.3,60.90,1,62.50,1,20.47
300,1587,吉茂,"65,158",53,"1,646,515",25.30,25.40,25.20,25.20,-,0.25,25.20,19,25.35,3,14.32
301,1589,永冠-KY,"896,052",664,"57,810,117",63.40,65.20,63.40,64.30,+,0.7,64.20,9,64.40,8,13.57
302,1590,亞德客-KY,"614,047",849,"594,851,195",960.00,996.00,952.00,956.00,-,13.0,956.00,1,957.00,3,28.16
303,1597,直得,"119,988",135,"9,793,249",81.90,82.00,81.20,81.20,-,1.0,81.20,2,81.30,2,21.48
304,1598,岱宇,"419,908",336,"20,167,867",48.10,48.40,47.25,48.05,-,0.05,48.00,16,48.05,1,5.45
305,1603,華電,"263,169",155,"7,208,956",27.00,27.60,27.00,27.10,-,0.2,27.10,3,27.30,4,17.71
306,1604,聲寶,"699,038",659,"21,379,404",30.85,30.85,30.45,30.60,-,0.2,30.55,11,30.60,43,6.61
307,1605,華新,"12,430,990","4,984","328,881,938",26.55,26.80,26.05,26.05,-,0.4,26.05,158,26.10,27,7.53
308,1608,華榮,"3,035,573","1,642","63,698,258",21.05,21.70,20.50,20.50,-,0.15,20.45,47,20.50,3,5.66
309,1609,大亞,"2,340,173","1,565","55,569,148",23.95,24.10,23.50,23.50,-,0.45,23.50,360,23.55,18,13.43
310,1611,中電,"14,683,643","6,940","295,809,330",20.45,20.65,19.70,19.75,-,1.15,19.75,177,19.80,76,141.07
311,1612,宏泰,"1,717,632","1,282","41,827,131",24.65,24.85,24.05,24.10,-,0.55,24.05,57,24.10,14,12.05
312,1614,三洋電,"38,015",41,"1,351,005",35.50,35.75,35.45,35.45,-,0.3,35.45,2,35.50,1,27.70
313,1615,大山,"59,279",71,"1,879,082",31.60,31.90,31.60,31.90,+,0.05,31.75,2,31.90,3,10.29
314,1616,億泰,"841,371",397,"8,844,177",10.35,10.70,10.35,10.40,-,0.45,10.40,73,10.45,4,31.52
315,1617,榮星,"114,001",51,"2,045,217",18.10,18.10,17.90,18.00, ,0.0,17.95,2,18.00,42,13.04
316,1618,合機,"203,962",252,"2,817,561",14.00,14.00,13.70,13.70,-,0.3,13.70,14,13.75,4,12.69
317,1626,艾美特-KY,"260,761",177,"5,602,163",21.30,22.00,21.20,21.40,-,0.65,21.35,4,21.40,1,0.00
318,1701,中化,"380,729",258,"8,440,943",22.35,22.35,22.05,22.20,-,0.15,22.20,29,22.25,9,14.42
319,1702,南僑,"848,868",738,"42,131,131",49.80,50.30,49.30,49.40,+,0.2,49.35,17,49.40,2,11.10
320,1707,葡萄王,"314,610",478,"49,168,162",158.00,158.00,155.50,156.00,-,2.0,156.00,2,156.50,4,18.03
321,1708,東鹼,"3,764,450","4,488","124,632,604",33.55,33.65,32.85,32.85,-,1.0,32.85,59,32.90,3,20.28
322,1709,和益,"3,352,555","1,495","78,843,395",23.75,24.15,23.10,23.15,-,0.8,23.15,36,23.20,13,11.46
323,1710,東聯,"3,667,590","1,821","79,547,197",21.90,22.20,21.50,21.50,-,0.5,21.50,160,21.55,12,52.44
324,1711,永光,"4,718,397","2,378","114,667,269",24.70,24.85,24.05,24.10,-,0.7,24.10,67,24.15,2,27.39
325,1712,興農,"1,256,436",771,"35,862,560",28.30,28.90,28.25,28.40,+,0.05,28.35,21,28.40,28,14.06
326,1713,國化,"55,002",39,"1,325,698",24.30,24.30,24.05,24.15,-,0.15,24.15,6,24.20,5,21.56
327,1714,和桐,"4,641,592","1,635","52,229,119",11.50,11.60,11.10,11.10,-,0.35,11.10,394,11.15,112,21.35
328,1717,長興,"3,377,910","1,985","126,854,533",37.75,38.05,37.35,37.35,-,0.75,37.30,127,37.35,15,12.62
329,1718,中纖,"7,734,696","2,571","77,216,861",10.05,10.10,9.92,9.92,-,0.13,9.92,210,9.93,23,0.00
330,1720,生達,"193,408",203,"8,204,528",42.65,42.85,42.20,42.25,-,0.45,42.25,1,42.30,2,10.89
331,1721,三晃,"7,860,487","4,733","176,345,019",22.95,23.20,22.05,22.30,-,1.05,22.30,23,22.35,79,0.00
332,1722,台肥,"4,734,007","2,974","320,171,523",67.80,68.10,67.20,67.30,-,0.7,67.20,78,67.30,48,24.83
333,1723,中碳,"361,146",356,"41,466,652",114.50,115.50,114.50,114.50,-,1.0,114.00,123,114.50,2,25.00
334,1725,元禎,"96,426",123,"2,699,203",28.55,28.70,27.50,27.50,-,1.35,27.50,7,27.65,4,14.40
335,1726,永記,"36,138",67,"2,654,202",73.60,73.60,73.30,73.30,-,0.4,73.30,7,73.60,1,12.68
336,1727,中華化,"3,419,831","2,230","140,882,629",41.90,42.60,40.45,40.90,-,1.5,40.75,9,40.90,9,28.01
337,1730,花仙子,"26,001",39,"1,666,045",64.40,64.50,63.90,64.00,-,0.1,64.00,2,64.10,6,16.41
338,1731,美吾華,"341,510",185,"6,545,510",19.25,19.35,19.05,19.05,-,0.25,19.05,33,19.10,1,15.49
339,1732,毛寶,"30,618,887","15,820","1,487,014,184",46.30,49.95,46.00,49.80,+,3.3,49.75,20,49.80,37,71.14
340,1733,五鼎,"434,691",288,"11,443,489",26.35,26.60,26.15,26.25,-,0.3,26.25,6,26.35,4,17.05
341,1734,杏輝,"2,716,994","1,453","80,186,365",29.65,30.05,29.10,29.10,-,0.6,29.10,18,29.15,50,0.00
342,1735,日勝化,"10,057",11,"182,937",18.20,18.20,18.10,18.10,-,0.15,18.10,5,18.20,3,29.19
343,1736,喬山,"482,090",399,"26,252,312",54.80,55.30,54.00,54.00,-,1.3,54.00,60,54.10,1,317.65
344,1737,臺鹽,"254,477",223,"8,460,405",33.45,33.45,33.15,33.15,-,0.3,33.15,27,33.20,1,15.35
345,1752,南光,"132,776",165,"5,163,430",39.60,39.60,38.60,38.90,-,0.4,38.85,1,38.90,1,20.47
346,1760,寶齡富錦,"7,690,671","5,466","634,705,441",77.10,84.50,77.10,83.00,+,5.2,83.00,47,83.10,9,48.26
347,1762,中化生,"379,784",345,"24,389,096",64.80,65.50,63.50,63.50,-,1.3,63.50,8,63.80,1,12.07
348,1773,勝一,"769,178",790,"122,983,664",159.00,162.00,158.00,158.00,-,2.5,158.00,55,158.50,1,20.68
349,1776,展宇,"145,001",53,"2,968,820",20.65,20.90,20.40,20.40,-,0.25,20.40,33,20.45,1,8.26
350,1783,和康生,"254,887",229,"11,385,820",45.40,45.40,44.35,44.55,-,0.85,44.55,2,44.70,2,36.52
351,1786,科妍,"45,619",106,"2,189,893",48.35,48.35,47.45,47.80,-,0.55,47.70,1,47.80,1,26.12
352,1789,神隆,"392,300",239,"9,365,329",24.00,24.10,23.80,23.80,-,0.2,23.80,98,23.85,4,95.20
353,1795,美時,"1,862,447","1,483","162,625,222",88.10,89.20,86.00,86.20,-,1.5,86.20,15,86.50,7,15.39
354,1802,台玻,"11,385,601","5,835","282,372,803",25.05,25.50,24.35,24.35,-,1.1,24.35,120,24.40,34,6.69
355,1805,寶徠,"14,038",10,"192,608",13.85,13.85,13.65,13.65,-,0.2,13.65,3,13.70,6,0.00
356,1806,冠軍,"802,975",321,"9,063,023",11.45,11.45,11.20,11.20,-,0.35,11.20,105,11.30,9,4.57
357,1808,潤隆,"116,097",94,"6,248,571",53.50,54.60,53.50,53.70,-,0.3,53.70,2,53.80,3,16.94
358,1809,中釉,"988,171",387,"13,832,134",14.05,14.20,13.90,13.90,-,0.35,13.90,77,13.95,2,463.33
359,1810,和成,"2,266,246",633,"34,965,360",15.60,15.70,15.30,15.35,-,0.35,15.30,43,15.35,13,4.89
360,1817,凱撒衛,"22,000",14,"803,450",36.50,36.75,36.45,36.50, ,0.0,36.50,3,36.55,8,11.89
361,1903,士紙,"123,199",89,"7,856,300",63.90,64.10,63.60,63.60,-,0.7,63.60,17,63.90,3,219.31
362,1904,正隆,"1,320,928","1,099","45,831,525",35.00,35.00,34.55,34.55,-,0.5,34.55,59,34.60,3,8.95
363,1905,華紙,"2,393,330","1,416","55,008,877",23.20,23.25,22.85,22.85,-,0.6,22.85,99,22.90,42,36.85
364,1906,寶隆,"351,821",221,"6,856,415",19.65,19.65,19.30,19.35,-,0.45,19.35,11,19.40,23,18.61
365,1907,永豐餘,"2,059,444","1,463","69,226,254",34.00,34.00,33.40,33.40,-,0.75,33.40,90,33.45,3,9.82
366,1909,榮成,"3,183,730","1,490","73,062,289",23.20,23.20,22.85,22.85,-,0.4,22.85,32,22.90,43,12.09
367,2002,中鋼,"34,043,380","11,286","1,154,996,179",34.05,34.25,33.80,33.85,-,0.3,33.85,133,33.90,737,10.38
368,2002A,中鋼特,"12,172",18,"630,956",51.90,52.00,51.70,52.00, ,0.0,51.70,10,51.90,5,0.00
369,2006,東和鋼鐵,"6,352,979","7,737","433,006,937",68.90,69.80,67.10,67.50,-,1.5,67.40,2,67.50,1,8.26
370,2007,燁興,"4,440,478","2,098","80,954,325",18.35,19.05,17.70,17.75,-,0.7,17.75,3,17.80,4,0.00
371,2008,高興昌,"76,000",40,"1,436,200",19.15,19.15,18.75,18.80,-,0.35,18.75,13,18.80,1,94.00
372,2009,第一銅,"21,738,621","11,689","969,942,893",45.00,46.00,43.00,43.00,+,0.85,43.00,92,43.10,6,33.08
373,2010,春源,"1,225,340",820,"27,234,935",22.30,22.60,22.10,22.15,-,0.25,22.10,148,22.20,9,11.84
374,2012,春雨,"349,560",296,"10,300,476",29.75,29.80,29.30,29.40,-,0.45,29.40,1,29.45,2,11.53
375,2013,中鋼構,"2,841,645","1,976","174,487,575",61.50,62.70,60.50,60.50,-,1.5,60.50,72,60.60,43,24.40
376,2014,中鴻,"12,932,777","6,611","502,628,391",38.80,39.70,38.15,38.15,-,1.1,38.15,42,38.20,9,8.81
377,2015,豐興,"233,164",783,"19,230,934",83.30,83.90,82.00,82.20,-,1.1,82.00,24,82.20,1,13.56
378,2017,官田鋼,"930,956",492,"16,903,566",18.15,18.40,18.00,18.00,-,0.2,18.00,121,18.05,4,9.63
379,2020,美亞,"610,347",390,"18,432,678",30.50,30.65,30.00,30.00,-,0.6,30.00,42,30.05,2,8.43
380,2022,聚亨,"1,635,516","1,020","20,250,447",12.45,12.70,12.30,12.30,-,0.3,12.30,195,12.35,49,14.82
381,2023,燁輝,"7,319,064","3,498","166,250,786",22.85,23.25,22.40,22.40,-,0.55,22.40,119,22.45,42,9.37
382,2024,志聯,"93,297",106,"1,694,933",18.50,18.50,18.00,18.05,-,0.45,18.00,7,18.05,1,12.89
383,2025,千興,"1,115,253",224,"6,203,740",5.60,5.66,5.50,5.50,-,0.28,5.48,7,5.50,2,10.00
384,2027,大成鋼,"47,769,061","21,224","2,188,265,920",45.70,46.35,45.20,45.55,+,0.1,45.55,119,45.60,22,9.95
385,2028,威致,"2,057,422","1,113","77,014,913",37.45,37.90,37.00,37.10,-,0.35,37.10,19,37.15,17,8.07
386,2029,盛餘,"808,729",511,"23,688,756",29.50,29.85,29.00,29.05,-,0.55,29.05,1,29.10,21,8.09
387,2030,彰源,"7,250,441","3,410","206,635,163",28.20,28.95,28.05,28.05,-,0.4,28.05,102,28.20,6,9.02
388,2031,新光鋼,"1,771,095","1,202","95,432,405",54.00,54.90,53.30,53.40,-,0.9,53.40,64,53.50,17,7.46
389,2032,新鋼,"3,029,097","1,829","68,314,442",22.00,23.25,21.95,21.95,+,0.1,21.95,8,22.00,1,15.57
390,2033,佳大,"234,354",186,"3,736,282",16.20,16.40,15.80,15.80,-,0.4,15.80,39,15.90,3,60.77
391,2034,允強,"2,338,746","1,273","71,077,918",30.65,30.95,30.10,30.15,-,0.5,30.10,209,30.15,20,17.13
392,2038,海光,"1,404,405",834,"43,458,946",30.75,31.55,30.65,30.70,-,0.55,30.65,23,30.75,10,14.28
393,2049,上銀,"1,993,763","2,699","535,848,031",271.00,273.50,266.00,267.00,-,5.5,267.00,9,267.50,5,25.95
394,2059,川湖,"138,888",151,"64,062,089",464.50,469.50,456.50,456.50,-,11.0,456.00,3,456.50,2,25.70
395,2062,橋椿,"203,245",135,"5,616,939",27.65,27.90,27.50,27.60,-,0.2,27.55,1,27.60,1,13.33
396,2069,運錩,"4,344,685","2,407","143,695,018",33.40,33.90,32.15,32.15,-,1.1,32.15,20,32.35,3,8.35
397,2101,南港,"21,380,454","9,527","923,700,994",40.30,44.40,40.20,44.10,+,3.65,44.10,56,44.15,40,78.75
398,2102,泰豐,"5,029,144","2,190","141,376,777",27.20,28.80,26.80,27.85,+,0.35,27.85,4,27.90,70,0.00
399,2103,台橡,"5,255,191","2,163","202,274,373",38.55,38.95,38.00,38.00,-,0.65,38.00,71,38.05,59,8.70
400,2104,國際中橡,"2,539,887","1,386","64,276,642",25.55,25.60,25.05,25.05,-,0.65,25.05,99,25.10,19,13.05
401,2105,正新,"4,452,452","1,985","156,911,182",35.20,35.60,35.10,35.45, ,0.0,35.35,3,35.45,57,15.28
402,2106,建大,"609,061",335,"18,463,957",30.35,30.60,30.20,30.20,-,0.2,30.20,72,30.25,2,16.32
403,2107,厚生,"420,047",252,"9,444,403",22.45,22.80,22.35,22.35,-,0.25,22.35,35,22.40,5,11.35
404,2108,南帝,"1,920,970","1,519","161,009,517",84.10,84.90,83.10,83.10,-,1.9,83.10,23,83.20,14,4.73
405,2109,華豐,"147,145",101,"2,370,140",16.10,16.15,16.00,16.15,+,0.05,16.10,1,16.15,3,10.29
406,2114,鑫永銓,"52,680",62,"6,320,163",120.50,121.00,119.50,120.00,-,0.5,120.00,1,120.50,8,8.98
407,2115,六暉-KY,"37,738",39,"1,509,085",39.90,40.05,39.90,39.95,-,0.05,39.95,29,40.05,1,9.53
408,2201,裕隆,"4,094,868","2,032","170,099,581",41.75,41.85,41.30,41.35,-,0.65,41.30,76,41.35,18,8.84
409,2204,中華,"573,676",490,"35,731,638",62.60,62.80,62.10,62.10,-,0.6,62.10,38,62.20,11,8.53
410,2206,三陽工業,"645,564",414,"17,481,673",27.30,27.35,26.95,27.05,-,0.2,27.00,107,27.05,9,13.13
411,2207,和泰車,"331,713",436,"199,507,686",602.00,612.00,597.00,607.00,+,3.0,600.00,1,607.00,3,20.48
412,2208,台船,"2,470,203","1,552","50,666,393",20.75,20.75,20.35,20.40,-,0.4,20.40,206,20.45,16,0.00
413,2211,長榮鋼,"595,745",438,"31,707,520",53.70,54.10,52.80,52.90,-,1.6,52.90,4,53.00,4,17.87
414,2227,裕日車,"66,302",142,"16,268,489",245.00,247.50,245.00,245.00,-,2.0,245.00,44,245.50,1,14.87
415,2228,劍麟,"112,616",179,"7,730,620",69.00,69.00,68.00,68.00,-,1.4,68.00,1,68.20,1,15.81
416,2231,為升,"348,411","1,156","63,665,682",183.50,185.00,180.50,180.50,-,3.5,180.50,6,181.00,15,42.37
417,2233,宇隆,"1,539,145","1,797","172,107,639",111.00,114.50,109.00,109.50,-,4.5,109.50,21,110.00,12,12.15
418,2236,百達-KY,"72,392",36,"1,965,314",27.15,27.55,26.80,27.20,-,0.1,27.15,7,27.30,2,17.22
419,2239,英利-KY,"261,614",331,"21,483,120",85.00,85.00,80.60,80.60,-,5.0,80.60,5,80.80,1,15.99
420,2241,艾姆勒,"98,517",111,"4,847,546",49.80,49.80,49.00,49.00,-,0.75,49.00,3,49.10,1,0.00
421,2243,宏旭-KY,"99,176",78,"1,636,146",16.85,16.85,16.30,16.35,-,0.7,16.30,4,16.40,2,0.00
422,2247,汎德永業,"22,230",63,"4,709,709",212.50,212.50,211.50,211.50,-,1.5,211.50,2,212.00,2,13.47
423,2250,IKKA-KY,"84,018",92,"9,197,417",112.00,112.50,107.00,108.00,-,3.5,108.00,2,108.50,4,27.14
424,2301,光寶科,"7,618,227","2,867","482,498,819",63.50,63.70,62.80,63.70, ,0.0,63.60,147,63.70,116,10.87
425,2302,麗正,"174,597",126,"2,720,245",15.80,15.80,15.50,15.60,-,0.25,15.60,21,15.65,1,17.73
426,2303,聯電,"84,304,314","36,686","5,298,432,673",62.70,63.30,62.60,62.80,-,0.7,62.70,"1,435",62.80,963,15.28
427,2305,全友,"3,883,749","1,149","42,966,537",11.15,11.40,10.75,10.75,-,0.4,10.70,337,10.75,1,0.00
428,2308,台達電,"4,605,998","4,220","1,255,268,043",273.00,275.50,270.00,272.50, ,0.0,272.00,41,272.50,66,25.30
429,2312,金寶,"12,629,977","3,661","192,262,175",15.50,15.60,15.05,15.05,-,0.45,15.05,495,15.10,42,0.00
430,2313,華通,"9,577,254","4,333","419,847,622",44.30,44.30,43.55,43.60,-,0.85,43.55,195,43.60,10,11.78
431,2314,台揚,"1,383,141","1,350","94,085,401",68.80,68.80,67.50,67.50,-,1.3,67.50,94,67.80,7,0.00
432,2316,楠梓電,"1,849,458",911,"63,702,798",34.90,34.95,34.00,34.00,-,1.25,34.00,10,34.10,4,12.55
433,2317,鴻海,"34,317,926","22,344","3,511,235,299",102.50,103.00,102.00,102.00,-,1.0,102.00,"8,425",102.50,"2,632",10.04
434,2321,東訊,52,2,336,--,--,--,--, ,0.0,6.68,1,6.93,1,692.00
