,證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
84,00713,元大台灣高息低波,"1,223,314",727,"53,137,570",43.50,43.50,43.33,43.47,-,0.08,43.47,51,43.48,2,0.00
85,00714,群益道瓊美國地產,"1,820,502","1,085","39,687,054",21.88,21.88,21.78,21.79,-,0.32,21.78,251,21.79,122,0.00
86,00715L,期街口布蘭特正2,"44,622,555","4,692","582,398,271",13.00,13.15,12.94,12.96,+,0.3,12.96,"1,595",12.97,340,0.00
87,00717,富邦美國特別股,"425,006",251,"6,933,198",16.35,16.35,16.30,16.32,-,0.07,16.31,18,16.32,4,0.00
88,00728,第一金工業30,"3,509,675","2,226","116,780,715",33.50,33.51,32.60,33.51,-,0.23,33.51,2,33.57,1,0.00
89,00730,富邦臺灣優質高息,"117,743",130,"2,323,201",19.79,19.79,19.68,19.72,-,0.07,19.71,14,19.72,7,0.00
90,00731,FH富時高息低波,"1,404,161",264,"85,376,793",61.15,61.15,60.60,60.75,-,0.4,60.70,1,60.75,5,0.00
91,00732,國泰RMB短期報酬,"100,000",2,"4,020,000",40.20,40.20,40.20,40.20,+,0.07,40.16,27,40.23,2,0.00
92,00733,富邦臺灣中小,"433,057",295,"17,595,924",40.95,40.95,40.50,40.63,-,0.41,40.58,6,40.63,5,0.00
93,00735,國泰臺韓科技,"202,093",20,"6,403,947",31.79,31.81,31.58,31.68,-,0.3,31.62,1,31.72,1,0.00
94,00736,國泰新興市場,"108,703",12,"2,368,884",21.91,21.91,21.70,21.72,-,0.3,21.70,2,21.75,1,0.00
95,00737,國泰AI+Robo,"624,054",188,"19,381,462",31.27,31.27,30.84,30.84,-,0.51,30.83,4,30.84,41,0.00
96,00738U,期元大道瓊白銀,"1,083,497",340,"25,773,650",23.78,23.82,23.76,23.78,+,0.56,23.76,5,23.78,137,0.00
97,00739,元大MSCI A股,"32,487",23,"885,289",27.40,27.50,27.14,27.14,-,0.16,27.11,50,27.14,17,0.00
98,00742,新光內需收益,"74,686",49,"1,675,664",22.53,22.53,22.40,22.40,-,0.13,22.42,22,22.50,7,0.00
99,00743,國泰中國A150,"1,000",1,"29,230",29.23,29.23,29.23,29.23, ,0.0,28.98,35,29.11,1,0.00
100,00752,中信中國50,"1,454,008",762,"31,303,109",21.55,21.70,21.40,21.42,-,0.2,21.41,33,21.42,16,0.00
101,00753L,中信中國50正2,"1,385,533",317,"29,302,976",21.29,21.42,20.87,20.91,-,0.34,20.91,12,20.93,2,0.00
102,00757,統一FANG+,"4,834,613","5,667","232,298,813",48.11,48.20,47.97,47.99,-,0.75,47.98,70,47.99,43,0.00
103,00762,元大全球AI,"698,771",648,"28,683,802",41.21,41.27,40.83,40.86,-,1.05,40.85,1,40.86,71,0.00
104,00763U,期街口道瓊銅,"41,005",35,"1,161,138",28.40,28.40,28.22,28.22,-,0.15,28.22,49,28.25,1,0.00
105,00770,國泰北美科技,"154,856",186,"5,454,741",35.32,35.36,35.03,35.03,-,0.91,35.02,1,35.03,23,0.00
106,00771,元大US高息特別股,"93,209",55,"1,732,220",18.62,18.63,18.57,18.60,-,0.08,18.59,1,18.60,17,0.00
107,00774B,新光中國政金綠債,"2,016",4,"81,420",40.36,40.42,40.36,40.42,+,0.05,40.40,10,40.81,5,0.00
108,00774C,新光中政金綠債+R,0,0,0,--,--,--,--, ,0.0,9.35,5,9.45,2,0.00
109,00775B,新光投等債15+,"3,014",4,"119,360",39.51,39.65,39.51,39.65,-,0.05,39.54,5,39.94,6,0.00
110,00783,富邦中証500,"333,616",17,"7,994,264",23.99,23.99,23.90,23.90,-,0.1,23.90,1,23.91,1,0.00
111,008201,BP上證50,0,0,0,--,--,--,--, ,0.0,114.15,1,116.50,1,0.00
112,00830,國泰費城半導體,"22,600,387","14,381","676,950,437",29.92,30.10,29.84,29.91,-,1.11,29.90,366,29.91,188,0.00
113,00850,元大臺灣ESG永續,"1,314,343",970,"47,838,865",36.44,36.54,36.28,36.32,-,0.34,36.31,1,36.32,119,0.00
114,00851,台新全球AI,"57,135",49,"1,871,581",32.83,32.86,32.60,32.60,-,0.75,32.57,2,32.58,30,0.00
115,00852L,國泰美國道瓊正2,"990,200",341,"21,306,070",21.57,21.66,21.37,21.37,-,0.78,21.36,19,21.37,110,0.00
116,00861,元大全球未來通訊,"850,925",443,"26,557,959",31.33,31.36,31.04,31.04,-,0.77,31.04,3,31.05,8,0.00
117,00865B,國泰US短期公債,"104,011",5,"3,770,246",36.19,36.25,36.19,36.22,+,0.07,36.22,57,36.33,27,0.00
118,00875,國泰網路資安,"703,013",650,"20,096,567",28.77,28.77,28.48,28.50,-,0.44,28.49,7,28.50,5,0.00
119,00876,元大未來關鍵科技,"1,731,705","1,161","55,170,045",31.97,31.99,31.72,31.72,-,0.94,31.72,194,31.73,86,0.00
120,00878,國泰永續高股息,"15,585,285","5,785","302,795,078",19.40,19.46,19.34,19.41,-,0.03,19.41,140,19.42,191,0.00
121,00881,國泰台灣5G+,"33,344,117","17,838","608,415,196",18.35,18.35,18.20,18.20,-,0.22,18.20,"2,650",18.21,275,0.00
122,00882,中信中國高股息,"13,981,815","3,661","197,394,784",13.96,14.20,13.95,14.13,+,0.16,14.13,32,14.14,81,0.00
123,00885,富邦越南,"39,734,686","12,755","668,073,881",16.85,16.94,16.75,16.88,-,0.27,16.88,275,16.89,149,0.00
124,00891,中信關鍵半導體,"7,614,073","3,805","128,485,356",16.86,16.98,16.76,16.84,-,0.19,16.84,153,16.85,95,0.00
125,00892,富邦台灣半導體,"5,203,675","2,014","86,433,712",16.59,16.69,16.50,16.59,-,0.18,16.59,74,16.60,15,0.00
126,00893,國泰智能電動車,"37,234,124","14,448","596,179,367",16.04,16.07,15.98,16.00,-,0.22,15.99,237,16.00,174,0.00
127,00894,中信小資高價30,"1,459,538",743,"23,254,713",15.93,16.01,15.88,15.90,-,0.18,15.89,11,15.90,11,0.00
128,00895,富邦未來車,"16,552,006","7,059","294,261,999",17.86,17.87,17.70,17.71,-,0.38,17.71,136,17.72,133,0.00
129,00896,中信綠能及電動車,"3,848,924","1,404","58,885,573",15.30,15.33,15.26,15.29,-,0.08,15.28,391,15.29,171,0.00
130,00897,富邦基因免疫生技,"10,340,910","3,664","110,254,254",10.72,10.72,10.59,10.59,-,0.54,10.58,339,10.59,65,0.00
131,00898,國泰基因免疫革命,"9,504,281","3,561","75,187,408",7.93,7.94,7.88,7.89,-,0.32,7.88,698,7.89,96,0.00
132,00900,富邦特選高股息30,"37,999,750","16,303","568,796,276",14.98,15.03,14.94,14.95,-,0.08,14.95,"7,569",14.96,815,0.00
133,00901,永豐智能車供應鏈,"1,932,925","1,015","29,752,967",15.40,15.46,15.31,15.38,-,0.12,15.37,16,15.38,40,0.00
134,01001T,土銀富邦R1,"108,000",8,"1,935,870",17.92,17.93,17.92,17.92, ,0.0,17.92,55,17.93,1,0.00
135,01002T,土銀國泰R1,"55,000",50,"997,400",18.14,18.14,18.10,18.14, ,0.0,18.04,10,18.14,13,0.00
136,01003T,兆豐新光R1,"42,000",21,"835,800",19.90,19.90,19.90,19.90, ,0.0,19.88,1,19.91,1,0.00
137,01004T,土銀富邦R2,"139,000",8,"2,202,860",15.84,15.85,15.84,15.85, ,0.0,15.84,31,15.88,51,0.00
138,01007T,兆豐國泰R2,"2,772",4,"55,317",19.61,19.65,19.61,19.65,+,0.1,19.61,1,19.66,4,0.00
139,01009T,王道圓滿R1,"19,000",5,"172,340",9.08,9.08,9.07,9.07,-,0.01,9.07,6,9.08,9,0.00
140,01010T,京城樂富R1,"2,000",2,"20,590",10.30,10.30,10.29,10.29,-,0.01,10.25,2,10.29,49,0.00
141,020000,富邦特選蘋果N,"2,000",2,"14,700",7.36,7.36,7.34,7.34,-,0.07,7.32,10,7.33,10,0.00
142,020002,元富新中國N,"1,000",1,"15,070",15.07,15.07,15.07,15.07,X,0.0,14.99,499,15.01,355,0.00
143,020004,兆豐電菁英30N,0,0,0,--,--,--,--, ,0.0,33.71,499,33.72,499,0.00
144,020006,永昌中小300N,0,0,0,--,--,--,--, ,0.0,35.21,100,35.22,100,0.00
145,020007,凱基臺灣500N,0,0,0,--,--,--,--, ,0.0,35.99,206,36.04,209,0.00
146,020008,元大特股高息N,"16,000",13,"211,810",13.25,13.26,13.21,13.23,-,0.03,13.21,100,13.22,100,0.00
147,020011,統一微波高息20N,"1,000",1,"7,240",7.24,7.24,7.24,7.24, ,0.0,7.19,493,7.20,251,0.00
148,020012,富邦行動通訊N,"1,000",1,"6,650",6.65,6.65,6.65,6.65,-,0.05,6.64,100,6.65,103,0.00
149,020015,統一MSCI美低波N,"2,000",1,"30,480",15.24,15.24,15.24,15.24,X,0.0,15.19,490,15.21,256,0.00
150,020016,統一MSCI美科技N,"28,000",6,"569,310",20.48,20.48,20.28,20.28,-,0.5,20.26,492,20.28,254,0.00
151,020018,統一價值成長30N,"20,000",5,"365,640",18.38,18.38,18.25,18.28,-,0.2,18.26,497,18.28,287,0.00
152,020019,統一特選台灣5GN,"57,000",4,"874,340",15.46,15.46,15.33,15.33,-,0.2,15.33,496,15.35,254,0.00
153,02001L,富邦蘋果正二N,"33,000",2,"376,890",11.43,11.43,11.33,11.33,-,0.22,11.34,10,11.35,10,0.00
154,02001R,富邦蘋果反一N,"314,000",6,"913,630",2.90,2.91,2.90,2.91,+,0.03,2.90,10,2.91,10,0.00
155,020020,元大台股領航N,"274,000",88,"2,136,480",7.85,7.85,7.75,7.76,-,0.1,7.76,99,7.77,100,0.00
156,020022,元大電動車N,"543,000",85,"3,061,980",5.60,5.66,5.60,5.64,-,0.01,5.64,79,5.65,114,0.00
157,020028,元大特選電動車N,"390,000",105,"2,122,790",5.45,5.46,5.43,5.44,-,0.01,5.44,504,5.45,505,0.00
158,020029,元大ESG高股息N,"853,000",234,"4,781,010",5.64,5.64,5.57,5.58,-,0.06,5.58,525,5.59,504,0.00
159,020030,統一智慧電動車N,"840,000",143,"4,240,500",5.07,5.08,5.03,5.03,-,0.06,5.03,528,5.04,340,0.00
160,1101,台泥,"5,155,877","3,689","245,372,405",47.60,47.70,47.50,47.60,-,0.15,47.55,27,47.60,218,13.96
161,1101B,台泥乙特,57,3,"2,962",--,--,--,--, ,0.0,51.80,5,52.00,33,0.00
162,1102,亞泥,"3,832,694","3,821","170,179,245",44.55,44.60,44.25,44.40,-,0.15,44.35,36,44.40,43,10.18
163,1103,嘉泥,"416,080",282,"8,392,031",20.20,20.25,20.15,20.15,-,0.05,20.10,140,20.15,5,7.10
164,1104,環泥,"447,340",236,"9,723,270",21.80,21.80,21.70,21.80,+,0.05,21.75,5,21.80,7,12.90
165,1108,幸福,"189,522",106,"2,166,849",11.40,11.50,11.35,11.35,-,0.1,11.35,26,11.40,7,19.57
166,1109,信大,"234,103",116,"4,681,120",20.10,20.10,19.95,20.05, ,0.0,20.00,32,20.05,33,7.08
167,1110,東泥,"185,773",106,"3,594,968",19.45,19.65,19.25,19.25,-,0.3,19.25,9,19.30,9,80.21
168,1201,味全,"696,888","1,006","15,321,190",22.10,22.10,21.90,22.00,-,0.1,21.95,47,22.00,6,18.64
169,1203,味王,"13,309",28,"439,774",32.90,33.10,32.90,33.10,-,0.1,33.05,1,33.10,1,18.09
170,1210,大成,"898,378",919,"46,846,098",52.20,52.30,52.00,52.30,+,0.1,52.20,11,52.30,49,18.22
171,1213,大飲,"7,190",8,"61,883",8.67,8.67,8.55,8.55,X,0.0,8.39,1,8.54,1,0.00
172,1215,卜蜂,"547,088",504,"44,540,563",81.20,81.80,81.20,81.70,+,0.1,81.60,1,81.70,3,14.77
173,1216,統一,"3,654,399","3,230","250,193,700",68.90,68.90,68.20,68.30, ,0.0,68.30,186,68.40,316,19.35
174,1217,愛之味,"2,101,245",662,"23,114,152",11.05,11.10,10.90,11.00,-,0.05,10.95,160,11.00,75,21.57
175,1218,泰山,"229,190",170,"6,178,909",26.95,27.00,26.90,27.00,+,0.05,26.95,15,27.00,44,21.95
176,1219,福壽,"230,152",134,"4,553,395",19.90,19.90,19.70,19.80,+,0.05,19.75,19,19.80,3,16.10
177,1220,台榮,"309,011",156,"4,975,916",16.10,16.20,16.00,16.10, ,0.0,16.10,1,16.15,34,13.88
178,1225,福懋油,"60,602",59,"3,258,441",53.90,54.00,53.60,53.80,-,0.4,53.80,1,53.90,6,24.57
179,1227,佳格,"941,361",823,"48,607,251",51.90,52.00,51.50,51.80, ,0.0,51.70,11,51.80,112,17.80
180,1229,聯華,"1,837,858","2,043","113,563,882",61.80,62.20,61.50,61.50,-,0.3,61.50,27,61.70,1,17.47
181,1231,聯華食,"158,666",275,"11,222,720",71.10,71.30,70.20,70.80,-,0.3,70.80,3,71.10,3,17.97
182,1232,大統益,"61,782",153,"9,664,018",156.00,157.00,156.00,156.00, ,0.0,156.00,11,156.50,1,18.93
183,1233,天仁,"2,060",4,"71,895",34.90,34.90,34.90,34.90,-,0.05,34.40,2,34.60,1,75.87
184,1234,黑松,"235,750",230,"8,418,962",36.00,36.20,35.40,35.70,-,0.4,35.60,2,35.70,6,20.28
185,1235,興泰,"64,376",21,"2,819,870",43.60,43.90,43.50,43.85, ,0.0,43.60,3,43.85,4,60.90
186,1236,宏亞,"120,620",151,"3,159,867",26.50,26.50,25.80,26.20,-,0.6,26.15,4,26.25,8,0.00
187,1256,鮮活果汁-KY,"12,420",174,"3,997,091",321.00,322.00,321.00,321.00,-,0.5,321.00,2,323.00,6,12.63
188,1301,台塑,"6,190,412","3,557","661,915,339",107.00,108.00,106.00,106.00,-,0.5,106.00,296,106.50,296,10.35
189,1303,南亞,"6,265,996","4,706","548,150,512",87.40,87.90,87.20,87.40, ,0.0,87.30,63,87.40,75,9.12
190,1304,台聚,"10,496,093","5,152","305,474,343",29.00,29.65,28.65,28.65,-,0.05,28.65,6,28.70,5,6.27
191,1305,華夏,"5,242,500","2,857","181,563,659",34.55,34.90,34.20,34.20,-,0.05,34.20,31,34.30,3,6.88
192,1307,三芳,"60,078",40,"1,230,581",20.50,20.50,20.40,20.45,-,0.05,20.40,31,20.45,1,42.60
193,1308,亞聚,"11,612,858","5,827","423,409,599",36.20,37.15,35.70,35.70,+,0.1,35.70,7,35.75,3,7.85
194,1309,台達化,"738,579",565,"24,883,402",33.60,34.10,33.45,33.55,+,0.05,33.50,22,33.60,13,5.79
195,1310,台苯,"478,784",258,"8,271,472",17.30,17.35,17.15,17.30, ,0.0,17.25,31,17.30,75,11.61
196,1312,國喬,"8,557,003","3,392","237,903,953",27.85,28.15,27.55,27.60,-,0.2,27.60,27,27.65,48,3.64
197,1312A,國喬特,"21,000",8,"733,750",35.00,35.00,34.85,34.85,-,0.1,34.85,3,34.95,10,0.00
198,1313,聯成,"3,756,001","1,862","80,863,043",21.55,21.80,21.35,21.35,-,0.1,21.30,170,21.35,40,6.51
199,1314,中石化,"20,701,454","4,961","266,733,431",12.90,13.05,12.70,12.80,-,0.05,12.75,572,12.80,282,10.49
200,1315,達新,"16,855",35,"1,441,516",85.50,85.60,85.50,85.50,-,0.8,85.50,5,85.60,2,198.84
201,1316,上曜,"107,718,324","38,237","2,821,980,026",24.65,27.25,24.50,26.65,+,1.8,26.65,54,26.70,16,0.00
202,1319,東陽,"823,638",475,"26,707,184",32.40,32.55,32.30,32.45,+,0.05,32.45,5,32.50,2,27.74
203,1321,大洋,"107,868",104,"3,673,689",34.05,34.10,33.90,34.00, ,0.0,33.90,10,34.05,4,15.81
204,1323,永裕,"39,150",28,"1,367,714",35.00,35.00,34.90,35.00,-,0.1,34.95,2,35.00,23,11.33
205,1324,地球,"11,502",14,"130,981",11.35,11.40,11.35,11.40,-,0.05,11.35,2,11.40,8,0.00
206,1325,恆大,"3,086,823","2,047","168,303,310",55.10,55.50,53.50,53.50,-,0.8,53.50,110,53.60,1,5.55
207,1326,台化,"3,554,447","2,660","284,604,237",80.30,80.50,79.80,79.90,-,0.6,79.90,86,80.00,197,10.49
208,1337,再生-KY,"115,004",242,"813,156",7.08,7.09,7.05,7.06,-,0.02,7.06,4,7.07,19,0.00
209,1338,廣華-KY,"85,418",146,"4,687,441",55.00,55.00,54.50,54.90,-,0.1,54.80,8,54.90,6,11.18
210,1339,昭輝,"56,671",183,"1,924,522",34.00,34.00,33.90,33.90,-,0.1,33.90,4,33.95,1,23.38
211,1340,勝悅-KY,"118,437",204,"1,330,697",11.30,11.45,11.15,11.30,-,0.05,11.25,24,11.30,2,0.00
212,1341,富林-KY,"5,169",6,"352,066",67.90,68.30,67.90,68.30,+,0.8,67.70,1,68.30,4,10.27
213,1342,八貫,"112,011",88,"7,265,212",65.00,65.40,64.60,65.40, ,0.0,65.00,2,65.40,4,20.44
214,1402,遠東新,"4,141,153","2,154","120,559,105",29.10,29.30,29.05,29.15,+,0.05,29.10,86,29.15,50,15.76
215,1409,新纖,"3,112,663","1,147","60,545,342",19.40,19.60,19.35,19.35, ,0.0,19.35,28,19.40,72,8.52
216,1410,南染,"12,359",20,"464,764",37.60,37.90,37.35,37.35,-,0.45,37.30,2,37.45,1,30.12
217,1413,宏洲,"48,246",29,"512,393",10.65,10.80,10.55,10.55,-,0.15,10.55,20,10.60,14,36.38
218,1414,東和,"409,425",204,"7,051,377",17.15,17.40,17.05,17.25,+,0.1,17.25,2,17.30,10,31.36
219,1416,廣豐,"88,773",92,"994,998",11.30,11.30,11.15,11.20,-,0.1,11.15,66,11.20,22,0.00
220,1417,嘉裕,"240,030",113,"3,421,071",14.35,14.35,14.20,14.25,-,0.05,14.25,2,14.30,1,12.72
221,1418,東華,"10,202",13,"145,536",13.80,14.70,13.75,14.50,X,0.0,13.55,1,14.55,1,0.00
222,1419,新紡,"68,067",24,"2,880,077",42.95,42.95,42.15,42.45,+,0.05,42.15,2,42.45,1,26.04
223,1423,利華,"41,205",24,"809,937",19.60,19.75,19.55,19.70,-,0.05,19.70,1,19.75,32,4.50
224,1432,大魯閣,"61,928",92,"706,045",11.45,11.45,11.35,11.45,-,0.05,11.40,14,11.45,4,0.00
225,1434,福懋,"1,569,526",813,"45,505,385",29.00,29.05,28.90,29.00,-,0.05,28.95,33,29.00,63,23.39
226,1435,中福,"50,169",35,"1,470,572",28.80,29.50,28.80,28.90,+,0.1,28.90,1,29.30,1,0.00
227,1436,華友聯,"193,406",204,"11,176,609",57.40,58.60,57.20,58.00,+,0.8,57.60,7,58.00,7,12.01
228,1437,勤益控,"898,400",461,"24,225,930",26.95,27.25,26.80,27.00,-,0.45,27.00,14,27.05,5,12.00
229,1438,三地開發,"79,755",78,"2,378,697",29.90,30.10,29.70,29.75,-,0.35,29.65,3,29.80,10,297.50
230,1439,中和,"95,000",45,"2,173,800",23.20,23.25,22.65,22.65,-,0.5,22.60,8,22.85,2,0.00
231,1440,南紡,"11,092,314","4,621","267,407,687",24.40,24.55,23.80,23.80,-,0.75,23.80,51,23.85,6,12.08
232,1441,大東,"56,519",67,"520,381",9.20,9.27,9.19,9.22,-,0.03,9.20,2,9.22,6,0.00
233,1442,名軒,"201,959",159,"4,402,398",21.60,21.90,21.60,21.80,+,0.05,21.80,5,21.85,15,14.63
234,1443,立益,"22,824",16,"374,315",16.50,16.50,16.30,16.30,-,0.25,16.30,4,16.35,5,39.76
235,1444,力麗,"4,082,548","1,277","44,777,027",10.90,11.15,10.80,10.80, ,0.0,10.80,497,10.85,4,41.54
236,1445,大宇,"133,645",61,"2,065,248",15.35,15.50,15.35,15.45, ,0.0,15.45,3,15.50,16,0.00
237,1446,宏和,"164,045",75,"5,322,008",32.55,32.65,32.30,32.40,-,0.3,32.35,1,32.40,2,0.00
238,1447,力鵬,"1,990,394",665,"19,864,414",9.99,10.10,9.90,9.90, ,0.0,9.90,101,9.94,6,26.76
239,1449,佳和,"130,222",87,"1,893,529",14.60,14.75,14.40,14.75,-,0.05,14.65,2,14.80,2,10.54
240,1451,年興,"59,790",66,"1,261,254",21.10,21.15,21.05,21.10,-,0.2,21.05,50,21.10,11,24.53
241,1452,宏益,"311,159",160,"7,206,683",23.10,23.25,23.05,23.20,-,0.05,23.10,30,23.20,16,8.66
242,1453,大將,"68,674",39,"610,204",8.93,8.94,8.84,8.93,-,0.01,8.91,1,8.93,3,0.00
243,1454,台富,"439,644",199,"6,132,546",14.00,14.25,13.75,13.80,-,0.35,13.80,16,13.90,3,138.00
244,1455,集盛,"1,002,250",529,"15,576,769",15.50,15.70,15.40,15.50, ,0.0,15.45,34,15.50,11,7.31
245,1456,怡華,"250,020",126,"5,048,509",20.50,20.60,20.00,20.00,-,0.6,20.00,5,20.10,4,4.30
246,1457,宜進,"296,472",162,"5,536,465",18.65,18.80,18.55,18.60,-,0.05,18.60,3,18.65,5,23.85
247,1459,聯發,"455,003",145,"5,523,439",12.05,12.25,12.05,12.10,+,0.05,12.10,5,12.15,1,5.53
248,1460,宏遠,"2,524,780",483,"23,501,375",9.39,9.39,9.30,9.30,-,0.01,9.30,237,9.31,62,0.00
249,1463,強盛,"13,394",20,"184,294",13.80,13.80,13.70,13.75,+,0.05,13.75,4,13.80,16,39.29
250,1464,得力,"857,495",537,"14,215,767",16.60,16.80,16.35,16.65,-,0.05,16.60,10,16.65,8,97.94
251,1465,偉全,"10,998",74,"138,279",12.55,12.55,12.50,12.50,-,0.05,12.50,17,12.55,1,0.00
252,1466,聚隆,"156,281",65,"2,367,641",15.20,15.25,15.10,15.20,-,0.05,15.15,2,15.20,12,9.33
253,1467,南緯,"325,256",121,"4,424,889",13.65,13.70,13.55,13.60,-,0.05,13.55,42,13.60,7,680.00
254,1468,昶和,"76,001",46,"981,712",13.00,13.05,12.80,13.00,-,0.15,12.80,10,13.00,10,216.67
255,1470,大統新創,"1,000",1,"17,700",17.70,17.70,17.70,17.70,-,0.15,17.70,1,17.80,3,22.69
256,1471,首利,"566,094",327,"4,828,907",8.66,8.66,8.46,8.59,+,0.2,8.59,8,8.60,36,50.53
257,1472,三洋實業,4,4,132,--,--,--,--, ,0.0,32.00,1,33.90,1,0.00
258,1473,台南,"15,528",110,"279,486",18.00,18.00,17.95,18.00,-,0.1,17.95,5,18.00,9,0.00
259,1474,弘裕,"380,465",189,"5,968,601",15.70,15.80,15.55,15.60,-,0.1,15.60,45,15.65,6,11.06
260,1475,業旺,"68,516",68,"4,638,589",67.80,69.20,66.30,67.70,-,1.7,67.40,2,67.70,1,96.71
261,1476,儒鴻,"676,446",914,"412,858,704",618.00,619.00,606.00,608.00,-,12.0,608.00,5,609.00,11,30.66
262,1477,聚陽,"858,288","1,405","206,786,113",240.00,243.00,239.50,240.50,+,1.0,240.00,1,241.00,9,23.60
263,1503,士電,"125,001",118,"6,702,775",53.60,53.80,53.30,53.80,+,0.4,53.60,5,53.80,19,16.45
264,1504,東元,"1,603,779",944,"49,090,887",30.70,30.70,30.50,30.65,+,0.05,30.65,13,30.70,17,13.21
265,1506,正道,"2,456,001",64,"32,786,963",13.30,13.40,13.30,13.35,-,0.1,13.35,4,13.40,11,0.00
266,1507,永大,"63,144",54,"4,077,588",64.50,64.60,64.50,64.60,+,0.1,64.50,189,64.60,81,25.43
267,1512,瑞利,"102,174",52,"510,489",5.00,5.01,4.98,4.98,-,0.14,4.98,11,4.99,5,0.00
268,1513,中興電,"784,636",757,"33,938,681",43.25,43.40,43.05,43.35,+,0.05,43.30,6,43.35,6,9.22
269,1514,亞力,"519,263",307,"12,605,360",24.00,24.50,24.00,24.10,+,0.05,24.10,20,24.15,7,15.86
270,1515,力山,"575,637",420,"29,826,863",52.40,52.40,51.50,51.70,-,0.6,51.60,19,51.70,2,8.14
271,1516,川飛,"16,037",29,"366,836",23.00,23.00,22.80,23.00,+,0.15,22.95,1,23.00,10,22.55
272,1517,利奇,"1,300,572",777,"34,492,525",26.60,26.70,26.15,26.45,-,0.65,26.45,27,26.50,1,12.90
273,1519,華城,"1,852,920","1,215","73,109,090",39.00,40.20,39.00,40.20, ,0.0,40.10,2,40.20,24,38.29
274,1521,大億,"17,025",17,"683,707",40.10,40.20,40.10,40.20,+,0.1,40.20,1,40.25,3,24.22
275,1522,堤維西,"135,658",97,"2,588,384",19.10,19.20,19.00,19.05,-,0.05,19.05,3,19.10,18,34.64
276,1522A,堤維西甲特,"5,000",4,"221,200",44.20,44.30,44.20,44.30,X,0.0,44.20,3,44.40,1,0.00
277,1524,耿鼎,"203,396",92,"2,111,261",10.35,10.45,10.35,10.40,-,0.05,10.40,20,10.45,15,33.55
278,1525,江申,"10,035",11,"593,468",59.10,59.80,58.90,59.80,+,0.8,58.80,3,59.30,3,13.32
279,1526,日馳,"889,834",542,"44,255,442",50.50,50.50,49.20,49.50,-,1.0,49.50,13,49.70,10,13.56
280,1527,鑽全,"252,138",252,"10,650,601",42.25,42.35,42.15,42.20,-,0.4,42.20,11,42.35,2,12.38
281,1528,恩德,"275,568",162,"3,035,490",11.05,11.10,10.95,11.00,-,0.05,11.00,7,11.05,101,11.96
282,1529,樂士,"1,727,989",966,"32,064,369",18.50,18.90,18.30,18.50,+,0.2,18.50,42,18.55,5,24.34
283,1530,亞崴,"7,200",12,"234,850",32.55,32.80,32.55,32.80,+,0.05,32.60,3,33.00,12,28.03
284,1531,高林股,"109,034",58,"1,731,915",15.85,15.90,15.80,15.90, ,0.0,15.85,17,15.90,7,20.92
285,1532,勤美,"485,721",294,"16,326,018",33.55,33.75,33.45,33.50,-,0.05,33.50,20,33.55,4,13.24
286,1533,車王電,"1,503,705","1,084","89,122,195",58.60,60.20,58.00,58.80,-,0.1,58.80,1,58.90,4,40.55
287,1535,中宇,"61,000",38,"2,441,600",40.10,40.20,39.95,39.95,-,0.3,39.95,5,40.20,11,13.23
288,1536,和大,"594,816",534,"51,649,531",88.80,88.80,86.50,86.60,-,0.9,86.60,40,86.70,5,53.79
289,1537,廣隆,"86,810",108,"11,969,230",138.00,138.50,137.50,138.00, ,0.0,137.50,32,138.00,8,15.86
290,1538,正峰,"2,095",7,"21,315",10.30,10.30,10.15,10.15,+,0.1,9.10,3,10.15,5,0.00
291,1539,巨庭,"33,002",29,"651,489",19.70,19.80,19.65,19.70,-,0.2,19.70,15,19.75,10,26.99
292,1540,喬福,"36,273",86,"541,433",14.90,14.95,14.85,14.85,-,0.05,14.85,5,14.95,12,82.50
293,1541,錩泰,0,0,0,--,--,--,--, ,0.0,42.20,2,43.10,7,10.21
294,1558,伸興,"52,952",63,"7,629,077",144.50,144.50,143.50,144.50,+,1.0,143.50,17,144.50,12,11.45
295,1560,中砂,"3,868,694","2,454","404,578,915",103.50,107.00,102.00,104.00,-,1.0,104.00,63,104.50,50,26.00
296,1568,倉佑,"113,086",84,"2,387,212",21.30,21.30,21.00,21.10,-,0.2,21.05,12,21.10,1,263.75
297,1582,信錦,"166,535",158,"11,528,743",69.50,69.50,69.00,69.40, ,0.0,69.00,13,69.40,4,19.89
298,1583,程泰,"10,000",10,"613,500",61.20,62.30,61.10,61.70,-,0.1,61.30,1,61.70,1,20.70
299,1587,吉茂,"72,761",63,"1,854,317",25.60,25.60,25.40,25.45,-,0.2,25.40,7,25.50,2,14.46
300,1589,永冠-KY,"155,725",107,"9,782,598",62.80,63.00,62.30,62.80,+,0.3,62.80,68,63.00,6,13.25
301,1590,亞德客-KY,"376,266",371,"360,727,319",944.00,970.00,944.00,960.00,+,8.0,955.00,1,960.00,4,28.28
302,1597,直得,"93,818",127,"7,721,157",82.80,82.80,82.10,82.30,-,0.5,82.30,3,82.50,5,21.77
303,1598,岱宇,"307,743",274,"14,762,113",48.50,48.50,47.55,48.00,-,0.5,48.00,29,48.05,1,5.44
304,1603,華電,"24,112",27,"646,618",26.95,26.95,26.75,26.80,-,0.15,26.75,6,26.85,12,17.52
