,證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
526,2454,聯發科,"4,814,508","5,568","5,303,526,290","1,095.00","1,120.00","1,090.00","1,100.00",-,5.0,"1,095.00",144,"1,100.00",96,18.21
527,2455,全新,"1,762,212","1,466","224,742,674",126.00,129.50,125.00,127.00,-,0.5,127.00,172,127.50,1,29.00
528,2457,飛宏,"8,042,419","4,482","360,690,472",44.10,45.55,44.00,44.80, ,0.0,44.80,30,44.85,109,0.00
529,2458,義隆,"969,657",860,"157,400,265",159.50,163.50,159.50,163.00,+,1.5,162.50,12,163.00,39,9.34
530,2459,敦吉,"45,672",58,"2,621,092",57.70,57.70,57.10,57.40,-,0.3,57.40,5,57.50,1,11.12
531,2460,建通,"503,735",355,"14,624,336",28.75,29.60,28.75,28.95,-,0.65,28.90,22,28.95,1,21.13
532,2461,光群雷,"3,297,881","1,601","78,812,506",23.50,24.30,23.35,23.95,+,0.5,23.90,5,23.95,51,9.43
533,2462,良得電,"302,299",181,"8,525,028",28.15,28.55,27.75,28.00,-,0.15,28.00,9,28.20,2,32.56
534,2464,盟立,"439,787",374,"18,860,010",42.55,43.20,42.50,42.95,+,0.05,42.90,4,42.95,2,15.97
535,2465,麗臺,"1,005,342",787,"71,127,042",70.30,71.40,70.20,70.90,-,0.7,70.90,13,71.20,6,9.83
536,2466,冠西電,"60,010",45,"2,103,250",35.10,35.15,34.80,35.00,-,0.1,34.90,1,35.00,9,"1,166.67"
537,2467,志聖,"257,695",236,"12,861,244",49.45,50.30,49.45,50.10,-,0.3,49.95,6,50.20,1,12.01
538,2468,華經,"37,000",16,"503,200",13.60,13.60,13.60,13.60,-,0.05,13.60,2,13.65,8,30.91
539,2471,資通,"59,350",61,"1,524,038",25.90,25.90,25.40,25.60,-,0.3,25.60,1,25.70,5,13.33
540,2472,立隆電,"528,304",529,"35,855,343",67.20,68.40,67.10,67.80, ,0.0,67.80,6,67.90,4,12.79
541,2474,可成,"2,631,089","2,094","425,071,770",160.00,162.50,160.00,161.50,+,0.5,161.50,75,162.00,88,6.43
542,2476,鉅祥,"2,343,159","1,655","147,486,098",62.10,63.60,62.00,62.90,-,0.5,62.90,19,63.00,24,18.45
543,2477,美隆電,"168,700",159,"5,120,938",30.40,30.55,30.20,30.25,-,0.15,30.25,1,30.30,13,3.59
544,2478,大毅,"127,218",143,"7,893,080",62.10,62.40,61.80,61.90,-,0.5,61.90,1,62.10,5,10.98
545,2480,敦陽科,"359,182",364,"28,854,820",79.70,81.30,79.40,80.20,+,0.4,80.10,4,80.20,3,15.42
546,2481,強茂,"7,152,197","5,522","649,136,600",90.90,92.30,90.10,90.40,-,2.0,90.30,32,90.40,5,17.73
547,2482,連宇,"393,873",217,"5,981,291",15.20,15.35,14.90,15.35,+,0.15,15.35,3,15.40,11,0.00
548,2483,百容,"82,007",52,"2,022,321",24.80,24.80,24.55,24.60,-,0.25,24.60,5,24.70,3,21.21
549,2484,希華,"782,309",591,"27,362,470",34.85,35.15,34.70,35.00,-,0.45,35.00,17,35.10,7,18.04
550,2485,兆赫,"1,110,360",643,"22,064,297",19.75,20.10,19.65,20.00,+,0.1,19.95,10,20.00,6,0.00
551,2486,一詮,"2,532,957","1,570","116,705,946",46.05,46.65,45.75,45.90,-,0.95,45.90,2,45.95,30,35.58
552,2488,漢平,"228,934",230,"6,538,813",29.00,29.00,28.15,28.30,-,0.7,28.30,1,28.50,13,15.30
553,2489,瑞軒,"1,012,588",595,"17,258,545",17.05,17.15,17.00,17.05,-,0.1,17.05,22,17.10,79,2.16
554,2491,吉祥全,"83,124",61,"1,593,732",19.10,19.40,19.00,19.25,-,0.1,19.15,2,19.25,3,10.75
555,2492,華新科,"1,935,551","1,769","303,779,769",156.00,158.50,155.50,156.50,-,1.0,156.50,36,157.00,11,8.77
556,2493,揚博,"57,206",67,"2,171,495",38.20,38.20,37.85,37.95, ,0.0,37.90,11,37.95,1,14.27
557,2495,普安,"827,786",431,"14,267,178",17.20,17.40,17.00,17.30,+,0.1,17.25,3,17.30,8,69.20
558,2496,卓越,"10,057",12,"498,726",49.50,49.65,49.50,49.65,+,0.05,49.25,1,49.80,1,16.95
559,2497,怡利電,"3,274,894","2,340","247,279,522",74.10,76.70,74.10,76.00,+,0.4,75.90,1,76.00,1,475.00
560,2498,宏達電,"27,785,665","14,616","1,933,020,892",69.00,70.50,68.50,69.90,-,0.6,69.80,92,69.90,112,0.00
561,2501,國建,"531,634",414,"10,178,214",19.25,19.25,19.10,19.20, ,0.0,19.10,24,19.20,27,25.26
562,2504,國產,"2,022,154","1,148","52,583,528",26.10,26.15,25.90,25.95,-,0.25,25.95,37,26.00,36,11.00
563,2505,國揚,"289,649",234,"6,774,147",23.65,23.65,23.30,23.40, ,0.0,23.35,15,23.40,3,8.67
564,2506,太設,"62,004",65,"580,755",9.40,9.40,9.36,9.37,-,0.02,9.36,23,9.37,25,18.74
565,2509,全坤建,"111,602",153,"2,022,146",18.15,18.20,18.10,18.10,-,0.05,18.10,29,18.15,17,17.40
566,2511,太子,"1,254,731",672,"16,700,902",13.45,13.45,13.25,13.25,-,0.15,13.25,211,13.30,35,13.25
567,2514,龍邦,"87,771",68,"1,536,736",17.55,17.65,17.40,17.50,-,0.05,17.50,5,17.55,16,2.89
568,2515,中工,"3,038,732","1,132","27,594,558",9.07,9.13,9.05,9.07,+,0.02,9.06,205,9.07,73,27.48
569,2516,新建,"199,069",94,"1,254,782",6.33,6.35,6.28,6.31,-,0.03,6.31,16,6.35,16,0.00
570,2520,冠德,"1,273,543","1,066","46,525,057",36.45,36.80,36.25,36.40,+,0.15,36.35,21,36.40,12,4.28
571,2524,京城,"63,090",50,"2,467,341",39.40,39.40,38.90,39.00,-,0.35,39.00,2,39.30,19,9.40
572,2527,宏璟,"465,652",337,"13,948,392",29.75,30.25,29.45,29.90,+,0.35,29.85,6,29.95,5,4.87
573,2528,皇普,"90,247",56,"1,945,185",21.55,21.75,21.50,21.55, ,0.0,21.50,3,21.55,23,33.67
574,2530,華建,"175,430",88,"2,588,791",14.80,14.80,14.70,14.75, ,0.0,14.75,3,14.80,82,0.00
575,2534,宏盛,"3,897,047",503,"92,010,810",23.65,23.75,23.50,23.75, ,0.0,23.60,41,23.75,65,13.34
576,2535,達欣工,"445,448",240,"14,684,000",33.05,33.05,32.90,33.00,-,0.05,32.90,29,33.00,55,8.68
577,2536,宏普,"49,301",22,"1,112,031",22.55,22.55,22.50,22.55, ,0.0,22.50,22,22.55,25,75.17
578,2537,聯上發,"699,920",201,"7,089,190",10.05,10.20,10.00,10.15,+,0.05,10.10,115,10.15,48,9.67
579,2538,基泰,"1,413,082",633,"17,000,128",12.10,12.15,11.95,12.05,-,0.15,12.00,42,12.05,23,0.00
580,2539,櫻花建,"357,735",208,"10,929,533",30.75,30.75,30.40,30.60,+,0.1,30.55,22,30.60,3,23.01
581,2540,愛山林,"27,030",30,"1,930,946",71.10,71.60,71.10,71.50,-,0.7,71.50,1,71.60,2,12.98
582,2542,興富發,"6,044,947","3,880","277,957,645",46.05,46.15,45.85,45.95,-,0.15,45.95,27,46.00,69,7.58
583,2543,皇昌,"54,036",27,"407,256",7.59,7.60,7.47,7.47,-,0.06,7.47,3,7.54,19,31.12
584,2545,皇翔,"450,155",444,"17,575,471",39.35,39.35,38.70,39.20,-,0.25,38.80,1,39.20,4,8.69
585,2546,根基,"70,293",96,"3,567,334",50.90,50.90,50.60,50.90, ,0.0,50.80,3,50.90,8,7.24
586,2547,日勝生,"1,699,482",415,"18,651,979",10.95,11.05,10.85,11.00,+,0.05,10.95,2,11.00,25,55.00
587,2548,華固,"275,449",230,"24,959,356",90.60,90.80,90.30,90.50,+,0.3,90.40,27,90.70,5,11.20
588,2597,潤弘,"148,516",281,"18,769,049",127.00,127.00,126.00,126.00,-,2.0,125.50,21,126.00,2,13.11
589,2601,益航,"3,656,479","1,693","43,056,343",11.90,11.95,11.70,11.70,-,0.3,11.70,680,11.75,108,48.75
590,2603,長榮,"133,695,843","65,468","16,581,654,871",125.50,128.00,121.00,122.50,-,4.5,122.00,"3,847",122.50,550,3.78
591,2605,新興,"3,469,536","2,046","92,302,095",26.80,27.10,26.30,26.30,-,0.65,26.30,130,26.35,2,67.44
592,2606,裕民,"6,627,181","6,155","371,652,836",57.10,57.90,55.20,55.20,-,2.4,55.20,111,55.30,10,13.05
593,2607,榮運,"5,606,496","2,132","164,183,123",29.50,29.60,28.95,29.20,-,0.3,29.20,289,29.25,92,37.44
594,2608,嘉里大榮,"4,188,021","2,830","200,955,901",48.35,48.80,47.40,47.40,-,0.3,47.40,17,47.45,1,15.96
595,2609,陽明,"51,633,198","24,567","5,409,286,074",105.00,107.50,103.00,104.00,-,2.5,104.00,"2,229",104.50,332,3.03
596,2610,華航,"151,645,321","48,207","3,782,263,537",25.45,25.55,24.40,24.50,-,0.95,24.50,"2,103",24.55,56,37.69
597,2611,志信,"458,452",419,"8,313,439",18.30,18.35,18.00,18.05,-,0.45,18.05,9,18.10,15,6.47
598,2612,中航,"677,676",561,"34,684,678",51.80,52.20,50.60,50.60,-,1.6,50.60,4,50.70,1,12.94
599,2613,中櫃,"120,156",123,"2,915,989",24.50,24.50,24.10,24.35,-,0.15,24.20,2,24.35,4,23.64
600,2614,東森,"20,942,836","13,339","781,034,329",37.10,38.25,36.75,36.85,-,0.9,36.80,271,36.85,13,24.24
601,2615,萬海,"24,216,788","15,665","3,942,443,523",164.00,167.00,160.00,161.50,-,4.5,161.00,296,161.50,238,5.12
602,2616,山隆,"66,193",108,"2,428,430",36.70,36.75,36.65,36.65,-,0.1,36.65,8,36.70,8,11.98
603,2617,台航,"2,022,296","1,384","67,889,613",33.85,34.10,33.30,33.30,-,0.8,33.25,21,33.30,2,12.96
604,2618,長榮航,"53,323,669","17,914","1,349,416,493",25.45,25.80,25.00,25.10,-,0.5,25.10,354,25.15,73,0.00
605,2630,亞航,"147,534",136,"2,609,946",17.80,17.90,17.55,17.60,-,0.25,17.55,22,17.60,1,36.67
606,2633,台灣高鐵,"10,019,861","4,920","288,895,030",29.10,29.15,28.65,28.80,-,0.35,28.80,237,28.85,151,30.64
607,2634,漢翔,"1,003,624",578,"29,794,489",29.60,29.85,29.60,29.70,+,0.05,29.65,26,29.70,18,58.24
608,2636,台驊投控,"1,880,554","1,683","228,431,544",122.50,123.50,120.00,120.50,-,3.0,120.50,28,121.00,11,5.62
609,2637,慧洋-KY,"11,688,657","8,289","896,012,881",78.70,80.00,74.50,74.90,-,4.1,74.80,77,75.00,56,10.07
610,2642,宅配通,"14,874,159","10,277","1,370,989,333",93.50,94.90,90.60,91.30,-,0.2,91.20,10,91.30,18,34.85
611,2701,萬企,"83,192",25,"1,005,423",12.15,12.15,12.00,12.10, ,0.0,12.10,8,12.15,37,44.81
612,2702,華園,"66,288",40,"1,624,506",24.50,24.60,24.45,24.50, ,0.0,24.50,6,24.55,6,0.00
613,2704,國賓,"198,231",92,"6,180,150",30.80,31.30,30.80,31.30,+,0.3,31.25,1,31.30,8,0.00
614,2705,六福,"20,019",51,"343,588",17.10,17.25,17.10,17.15,-,0.1,17.15,14,17.20,12,0.00
615,2706,第一店,"89,414",129,"1,257,441",14.15,14.15,14.00,14.10,-,0.05,14.05,2,14.10,50,47.00
616,2707,晶華,"107,882",119,"15,682,374",145.50,146.00,144.50,145.50,+,1.5,145.00,22,145.50,4,8.81
617,2712,遠雄來,"3,003",5,"110,112",36.35,37.30,36.35,37.30,+,0.2,36.70,2,36.95,3,"1,243.33"
618,2722,夏都,"37,359",32,"1,107,866",29.70,29.95,29.50,29.65,-,0.45,29.65,4,29.75,1,"1,482.50"
619,2723,美食-KY,"779,112",718,"83,417,904",105.00,108.00,105.00,107.00,+,1.0,107.00,5,107.50,13,15.24
620,2727,王品,"196,944",311,"24,803,410",126.00,126.50,124.50,126.00, ,0.0,125.50,4,126.00,6,0.00
621,2731,雄獅,"298,679",250,"25,251,389",83.90,85.20,83.80,84.90,+,0.9,84.90,13,85.00,6,0.00
622,2739,寒舍,"20,287",21,"443,921",21.70,22.00,21.70,22.00, ,0.0,21.85,4,22.00,7,0.00
623,2748,雲品,"32,331",33,"1,236,365",38.20,38.30,38.10,38.25, ,0.0,38.25,10,38.30,9,0.00
624,2753,八方雲集,"55,399",96,"6,964,398",126.50,126.50,125.50,126.00,-,0.5,125.50,14,126.00,2,13.49
625,2801,彰銀,"15,528,988","4,752","279,071,976",17.85,18.05,17.85,18.00,+,0.05,17.95,"4,156",18.00,647,23.08
626,2809,京城銀,"2,710,257","1,986","110,963,123",41.20,41.25,40.75,40.95,-,0.25,40.90,5,40.95,24,5.95
627,2812,台中銀,"7,355,506","2,981","99,674,464",13.50,13.65,13.50,13.55,-,0.1,13.50,"1,619",13.55,313,12.66
628,2816,旺旺保,"710,843",330,"14,749,811",20.60,21.00,20.45,21.00,+,0.1,20.95,4,21.00,13,9.91
629,2820,華票,"843,938",542,"14,929,363",17.75,17.75,17.65,17.70,-,0.05,17.65,39,17.70,37,13.01
630,2832,台產,"191,130",86,"3,892,808",20.50,20.50,20.35,20.35,-,0.05,20.35,14,20.40,51,290.71
631,2834,臺企銀,"37,913,660","8,863","400,431,803",10.60,10.70,10.50,10.50,-,0.2,10.50,"4,298",10.55,"1,236",15.91
632,2836,高雄銀,"3,772,242","1,570","52,040,331",14.20,14.20,13.60,13.65,-,0.45,13.65,67,13.70,60,18.70
633,2836A,高雄銀甲特,"66,100",14,"1,622,200",24.50,24.60,24.50,24.60,+,0.05,24.55,5,24.60,1,0.00
634,2838,聯邦銀,"2,444,300","1,109","35,701,154",14.70,14.70,14.50,14.60,-,0.15,14.55,15,14.60,137,11.23
635,2838A,聯邦銀甲特,"65,000",35,"3,412,000",52.60,52.70,52.40,52.70, ,0.0,52.50,1,52.70,77,0.00
636,2841,台開,"178,158",153,"686,526",3.90,3.90,3.80,3.88,+,0.01,3.87,31,3.88,71,0.00
637,2845,遠東銀,"3,839,725","1,196","42,970,881",11.15,11.25,11.15,11.20, ,0.0,11.15,710,11.20,448,16.47
638,2849,安泰銀,"131,401",136,"2,178,595",16.55,16.60,16.50,16.60, ,0.0,16.55,16,16.60,242,13.07
639,2850,新產,"196,888",111,"9,625,176",48.95,49.20,48.80,48.85, ,0.0,48.80,6,48.85,22,7.24
640,2851,中再保,"533,403",341,"15,557,080",29.20,29.40,29.05,29.05,-,0.15,29.05,128,29.10,10,9.88
641,2852,第一保,"425,415",167,"6,578,467",15.40,15.60,15.40,15.40,-,0.1,15.40,77,15.45,45,10.69
642,2855,統一證,"1,484,867",905,"34,179,718",23.10,23.10,22.95,22.95,-,0.15,22.95,148,23.00,84,6.59
643,2867,三商壽,"21,060,872","5,568","211,003,098",9.98,10.15,9.90,10.00, ,0.0,10.00,425,10.05,320,8.62
644,2880,華南金,"11,041,427","4,442","247,586,070",22.50,22.50,22.35,22.40,-,0.15,22.40,207,22.45,361,16.47
645,2881,富邦金,"16,198,957","11,100","1,280,023,231",78.90,79.50,78.70,78.80,-,0.6,78.70,639,78.80,70,6.49
646,2881A,富邦特,"123,172",63,"7,784,075",63.20,63.30,63.10,63.30,+,0.1,63.10,171,63.30,104,0.00
647,2881B,富邦金乙特,"21,329",12,"1,339,526",62.80,62.90,62.80,62.90, ,0.0,62.70,21,62.90,39,0.00
648,2881C,富邦金丙特,"123,625",159,"7,439,770",60.10,60.30,60.10,60.30,+,0.2,60.20,11,60.30,80,0.00
649,2882,國泰金,"39,311,537","17,831","2,597,639,413",66.40,66.50,65.60,66.10,-,0.8,66.10,416,66.20,971,7.32
650,2882A,國泰特,"97,546",42,"6,145,468",63.00,63.10,62.90,63.10, ,0.0,63.00,1,63.10,108,0.00
651,2882B,國泰金乙特,"28,158",20,"1,770,337",62.80,63.00,62.80,63.00, ,0.0,62.80,52,62.90,1,0.00
652,2883,開發金,"120,287,655","33,260","2,284,120,279",19.00,19.25,18.80,18.85,-,0.25,18.85,"3,204",18.90,"3,251",8.20
653,2883B,開發金乙特,"11,413,249","4,011","107,811,939",9.48,9.48,9.42,9.42,-,0.06,9.42,468,9.43,1,0.00
654,2884,玉山金,"15,678,080","9,586","455,394,109",29.10,29.15,29.00,29.00,-,0.2,29.00,995,29.05,663,19.46
655,2885,元大金,"24,175,469","6,288","622,386,202",25.65,25.85,25.60,25.70,-,0.1,25.70,"1,042",25.75,109,9.48
656,2886,兆豐金,"16,421,041","11,634","606,533,503",37.05,37.05,36.80,37.00,-,0.25,36.95,152,37.00,401,19.58
657,2887,台新金,"35,356,788","10,112","729,083,473",20.60,20.80,20.50,20.55,-,0.15,20.50,"1,646",20.55,432,12.23
658,2887E,台新戊特,"103,010",30,"5,469,230",53.10,53.20,53.00,53.10, ,0.0,53.10,1,53.20,51,0.00
659,2887F,台新戊特二,"15,000",14,"775,500",51.70,51.70,51.70,51.70, ,0.0,51.60,34,51.70,51,0.00
660,2888,新光金,"215,709,139","34,493","2,507,816,029",11.80,11.80,11.45,11.55,-,0.3,11.55,"2,553",11.60,"5,142",9.02
661,2888A,新光金甲特,"28,065",17,"1,210,595",43.15,43.20,43.10,43.20,+,0.05,43.15,4,43.20,15,0.00
662,2888B,新光金乙特,"34,466",32,"1,492,433",43.30,43.35,43.30,43.30, ,0.0,43.30,42,43.35,28,0.00
663,2889,國票金,"5,035,770","1,922","81,657,524",16.25,16.30,16.15,16.20,-,0.05,16.15,797,16.20,261,12.18
664,2890,永豐金,"31,321,543","8,743","532,585,036",17.00,17.15,16.90,16.95,-,0.15,16.90,609,16.95,725,12.11
665,2891,中信金,"65,727,954","18,158","1,832,791,194",27.80,28.15,27.60,27.80,-,0.1,27.75,17,27.80,509,10.45
666,2891B,中信金乙特,"7,750",21,"495,223",63.90,64.00,63.90,64.00, ,0.0,63.40,1,63.90,2,0.00
667,2891C,中信金丙特,"3,504",19,"215,763",61.50,61.80,61.50,61.80, ,0.0,61.50,12,61.70,10,0.00
668,2892,第一金,"14,151,531","6,027","357,911,001",25.30,25.35,25.15,25.35, ,0.0,25.35,169,25.40,470,16.46
669,2897,王道銀行,"23,412,326","6,265","207,797,393",9.00,9.04,8.73,8.76,-,0.17,8.76,172,8.77,5,15.64
670,2897A,王道銀甲特,"148,099",57,"1,516,990",10.25,10.25,10.20,10.25, ,0.0,10.20,72,10.25,1,0.00
671,2901,欣欣,"8,716",38,"221,690",25.40,25.45,25.40,25.45, ,0.0,25.35,2,25.45,2,636.25
672,2903,遠百,"423,606",310,"9,059,688",21.50,21.50,21.30,21.40, ,0.0,21.35,17,21.40,19,18.61
673,2904,匯僑,"72,313",55,"1,807,546",25.05,25.05,24.95,25.00,-,0.05,25.00,29,25.05,15,16.89
674,2905,三商,"663,962",383,"14,597,868",22.00,22.25,21.80,21.80,-,0.2,21.75,41,22.10,1,8.86
675,2906,高林,"104,330",62,"1,592,081",15.35,15.35,15.20,15.25,-,0.05,15.25,1,15.30,31,33.89
676,2908,特力,"206,032",74,"4,454,838",21.60,21.70,21.50,21.70, ,0.0,21.65,1,21.70,9,13.31
677,2910,統領,"8,100",14,"259,451",32.20,32.20,31.85,31.95,-,0.25,31.95,2,32.20,10,40.96
678,2911,麗嬰房,"90,062",237,"715,282",7.99,7.99,7.92,7.92,-,0.07,7.92,21,7.94,4,0.00
679,2912,統一超,"2,050,392","1,133","556,790,865",270.50,273.00,270.00,271.50,+,2.5,271.00,26,271.50,4,32.02
680,2913,農林,"1,123,081",706,"23,619,334",20.85,21.25,20.80,21.10,+,0.2,21.05,50,21.10,31,"1,055.00"
681,2915,潤泰全,"3,389,828","4,006","339,245,535",100.50,101.50,99.20,99.20,-,2.3,99.20,24,99.30,14,3.75
682,2923,鼎固-KY,"65,482",61,"1,703,210",26.60,26.60,25.80,26.25,-,0.15,26.20,18,26.25,42,27.06
683,2929,淘帝-KY,"111,385",86,"1,262,115",11.25,11.40,11.25,11.30,+,0.05,11.25,20,11.30,16,0.00
684,2936,客思達-KY,"24,000",11,"654,350",27.10,27.30,27.05,27.30, ,0.0,27.05,2,27.30,3,7.96
685,2939,凱羿-KY,"21,000",20,"641,550",30.50,30.65,30.45,30.50, ,0.0,30.40,1,30.55,1,51.69
686,2945,三商家購,"69,128",106,"4,729,159",68.40,69.30,68.10,69.30,+,0.9,68.90,1,69.30,7,22.80
687,3002,歐格,"309,399",155,"3,653,411",11.90,12.05,11.65,11.65,-,0.45,11.65,15,11.70,5,291.25
688,3003,健和興,"571,530",610,"49,762,149",87.50,87.60,86.60,86.70,-,1.3,86.60,22,86.90,13,21.41
689,3004,豐達科,"38,976",45,"2,325,179",59.60,60.00,59.40,59.50,-,0.1,59.30,1,59.50,3,0.00
690,3005,神基,"1,484,654",930,"81,416,192",54.70,55.30,54.50,54.60,-,0.1,54.50,142,54.60,18,7.52
691,3006,晶豪科,"4,319,490","2,977","628,023,295",144.00,148.00,144.00,144.50,-,3.5,144.50,38,145.00,14,9.63
692,3008,大立光,"651,756","2,635","1,370,700,360","2,100.00","2,125.00","2,090.00","2,100.00",-,5.0,"2,100.00",32,"2,110.00",3,13.75
693,3010,華立,"881,693",667,"92,315,025",103.50,106.00,103.00,106.00, ,0.0,105.00,15,106.00,78,9.93
694,3011,今皓,"527,019",278,"5,577,700",10.40,10.80,10.40,10.60,+,0.2,10.60,33,10.65,11,0.00
695,3013,晟銘電,"187,234",122,"2,629,921",14.00,14.25,13.85,14.25,+,0.25,14.20,1,14.25,3,0.00
696,3014,聯陽,"464,839",372,"48,081,223",103.00,104.50,102.50,104.00, ,0.0,103.50,6,104.00,31,10.22
697,3015,全漢,"129,482",136,"5,645,557",43.25,43.90,43.25,43.60,-,0.5,43.60,3,43.65,1,11.82
698,3016,嘉晶,"1,899,948","1,426","225,928,265",117.00,121.00,117.00,120.00,-,0.5,119.50,21,120.00,2,122.45
699,3017,奇鋐,"29,566,208","18,197","2,781,460,057",91.10,95.80,90.50,95.70,+,4.5,95.60,31,95.70,145,12.51
700,3018,同開,"112,841",128,"1,974,344",17.45,17.60,17.40,17.60,+,0.2,17.50,18,17.60,19,0.00
701,3019,亞光,"1,644,182","1,129","144,835,428",87.80,88.90,87.30,87.70,-,0.7,87.70,4,87.80,30,20.35
702,3021,鴻名,"82,150",60,"1,865,290",22.90,22.90,22.60,22.60,-,0.3,22.55,18,22.60,1,15.59
703,3022,威強電,"105,760",94,"4,802,910",45.65,45.70,45.20,45.25,-,0.4,45.20,8,45.30,1,8.35
704,3023,信邦,"262,643",367,"73,819,833",280.50,283.00,277.00,282.00,+,1.0,281.00,3,282.00,3,28.09
705,3024,憶聲,"171,258",102,"2,276,318",13.25,13.40,13.20,13.30, ,0.0,13.25,63,13.30,31,20.78
706,3025,星通,"230,099",171,"4,752,853",20.60,21.00,20.35,20.45,-,0.45,20.40,7,20.45,6,88.91
707,3026,禾伸堂,"210,460",209,"24,447,199",116.00,116.50,115.00,116.50, ,0.0,116.00,8,116.50,6,9.73
708,3027,盛達,"366,134",191,"7,956,230",21.85,22.05,21.55,21.75,-,0.3,21.70,6,21.75,2,127.94
709,3028,增你強,"385,249",234,"12,864,647",33.40,33.60,33.20,33.40,-,0.2,33.35,23,33.45,9,8.61
710,3029,零壹,"342,121",555,"15,044,527",44.15,44.15,43.90,44.00,-,0.2,44.00,3,44.05,2,11.08
711,3030,德律,"541,720",510,"31,981,647",59.30,59.50,58.50,58.50,-,0.9,58.50,37,58.60,5,12.91
712,3031,佰鴻,"372,539",275,"8,979,911",24.05,24.30,24.00,24.05,-,0.15,24.00,48,24.05,8,16.59
713,3032,偉訓,"128,062",99,"4,153,555",32.70,32.70,32.30,32.30,-,0.4,32.30,58,32.35,1,10.84
714,3033,威健,"3,618,658","1,910","112,183,928",31.00,31.20,30.85,30.95,-,0.55,30.95,19,31.00,28,8.62
715,3034,聯詠,"3,206,005","3,246","1,617,603,065",502.00,509.00,501.00,506.00,-,4.0,505.00,3,506.00,10,9.75
716,3035,智原,"32,279,864","20,221","6,849,811,325",205.00,215.00,205.00,215.00,+,6.0,214.50,66,215.00,226,76.24
717,3036,文曄,"7,328,146","8,490","636,640,344",87.60,88.80,85.10,85.10,-,5.1,85.00,237,85.10,33,11.18
718,3036A,文曄甲特,"171,016",64,"8,511,946",49.70,49.85,49.70,49.80,+,0.15,49.80,15,49.85,27,0.00
719,3037,欣興,"20,382,178","14,136","4,405,027,062",217.00,219.50,213.50,215.50,-,6.5,215.50,251,216.00,263,30.92
720,3038,全台,"166,385",113,"3,111,984",18.85,18.85,18.65,18.65,-,0.25,18.65,34,18.70,28,13.23
721,3040,遠見,"57,470",38,"2,183,675",37.90,38.10,37.85,37.95, ,0.0,37.95,6,38.00,3,15.88
722,3041,揚智,"5,710,586","2,939","213,351,529",36.50,37.85,36.50,37.85,+,0.65,37.80,3,37.85,23,0.00
723,3042,晶技,"4,519,597","3,194","455,544,551",101.00,101.50,100.50,100.50,-,2.0,100.50,440,101.00,50,11.06
724,3043,科風,"266,741",82,"1,197,288",4.49,4.50,4.48,4.49, ,0.0,4.48,27,4.49,59,0.00
725,3044,健鼎,"1,011,854",789,"129,015,082",126.50,128.00,126.00,127.50,-,0.5,127.50,65,128.00,148,10.87
726,3045,台灣大,"2,235,589","1,678","224,558,569",100.50,101.00,100.00,101.00,+,1.0,100.50,17,101.00,"1,182",26.79
727,3046,建碁,"200,919",173,"7,171,553",34.85,36.30,34.85,35.90,+,0.05,35.90,3,35.95,4,24.76
728,3047,訊舟,"4,351,896","1,684","60,162,980",13.85,14.05,13.65,13.75,+,0.05,13.70,92,13.75,59,0.00
729,3048,益登,"692,380",489,"23,204,273",33.60,33.65,33.30,33.40,-,0.25,33.40,8,33.45,11,7.79
730,3049,和鑫,"18,814,165","6,275","296,048,014",15.35,16.05,15.20,15.90,+,0.45,15.85,282,15.90,113,12.93
731,3050,鈺德,"436,763",302,"7,957,968",18.10,18.45,18.10,18.10,-,0.15,18.05,31,18.10,2,19.89
732,3051,力特,"5,064,035","2,865","140,468,723",27.90,28.45,27.10,27.20,-,1.5,27.20,26,27.30,5,10.62
733,3052,夆典,"153,267",59,"1,607,475",10.55,10.55,10.45,10.50,-,0.05,10.50,15,10.55,96,21.43
734,3054,立萬利,"25,027",22,"570,321",22.50,23.10,22.50,22.95,+,0.1,22.90,1,23.00,6,45.90
735,3055,蔚華科,"66,916",76,"2,088,544",31.60,31.60,31.00,31.10,-,0.5,31.10,13,31.30,3,0.00
736,3056,總太,"498,260",334,"19,521,305",39.00,39.30,39.00,39.30,+,0.3,39.25,4,39.30,35,5.55
737,3057,喬鼎,"104,114",210,"1,440,622",13.85,13.90,13.80,13.90,-,0.05,13.85,1,13.90,1,0.00
738,3058,立德,"240,054",184,"3,487,818",14.60,14.70,14.40,14.70,-,0.1,14.50,4,14.70,16,0.00
739,3059,華晶科,"22,475,195","12,670","1,065,255,580",45.85,48.00,45.85,47.70,+,1.4,47.65,12,47.70,62,57.47
740,3060,銘異,"473,380",407,"11,332,977",23.70,24.15,23.65,24.00,+,0.1,24.00,1,24.05,1,60.00
741,3062,建漢,"3,197,487","1,714","88,168,746",27.05,27.85,27.05,27.50,-,0.05,27.50,78,27.60,11,110.00
742,3090,日電貿,"302,452",264,"16,214,393",53.40,53.80,53.30,53.80,+,0.4,53.70,1,53.80,24,12.17
743,3092,鴻碩,"338,147",241,"17,726,140",53.00,53.00,52.10,52.50,-,0.5,52.50,6,52.60,7,0.00
744,3094,聯傑,"2,343,188","1,521","88,001,468",36.50,38.10,36.20,37.85,+,0.75,37.85,11,37.90,5,51.85
